School Code,School Code Adjusted,School Name,JCPS School Code,School Name Alternate,Display Name,School Zone,Feeder to High School,Network,Great Schools Rating,Great Schools URL,Enrollment,All Grades Enrollment,All Grades Except Preschool Enrollment,Student Teacher Ratio,Grade,Mathematics - All Students Proficient or Distinguished,Mathematics - Economically Disadvantaged Proficient or Distinguished,Mathematics - Non Economically Disadvantaged Proficient or Distinguished,Reading - All Students Proficient or Distinguished,Reading - Economically Disadvantaged Proficient or Distinguished,Reading - Non Economically Disadvantaged Proficient or Distinguished,Total Ready,Teacher Average Years of Experience,Percent of Teachers With 1-3 Years Experience,Percent of Teachers With Less Than 1 Year Experience,Percent of Teachers with 3 Years or Less of Experience,Total Behavior Events,Alcohol,"Assault, 1st Degree",Drugs,Harassment (Includes Bullying),Other Assault or Violence,Other Events Resulting in State Resolutions,Tobacco,Weapons,Percent_Drugs,Percent_Assault,Percent_Total_Behavior,Total Assault Or Weapons,Attendance Rate,Dropout Rate,Students Whose Parents Attended Teacher Conferences,Parents Voted in SBDM Elections,Parents Who Served on SBDM or Committees,Volunteer Hours Contributed by Parents,School Website Link,School Type,Low Grade,High Grade,Title I Status,Contact Name,Address,Address2,PO Box,City,State,Zipcode,Phone,Fax,Latitude,Longitude,KYReportCard URL,Reside,Choice Zone,Universal Magnet Traditional School,Universal Magnet Traditional Program,Geographical Magnet Traditional,Magnet Programs,The Academies of Louisville,The Academies of Louisville Programs,Explore Pathways,Explore Pathways Programs,Specialized School Choices,Universal Academies or Other,Level,GIS Name,Gifted Talented,PTA Membership Percent,Percent Disciplinary Resolutions,Total Discipline Resolutions,Corporal Punishment (SSP5),Restraint (SSP7),Seclusion (SSP8),"Expelled, Not Receiving Services (SSP2)","Expelled, Receiving Services (SSP1)",In-School Removal (INSR) Or In-District Removal (INDR) >=.5,Out-Of-School Suspensions (SSP3),Removal By Hearing Officer (IAES2),Unilateral Removal By School Personnel (IAES1),Start Time,End Time,School Level,Membership,All Grades With Preschool Membership,All Grades Membership,Preschool Membership,Elementary School Membership,Middle School Membership,High School Membership,White %,African American %,Hispanic %,Asian %,Two or More Races %,Economically Disadvantaged %,Parent Satisfaction,Overall Indicator Rating,Overall Indicator Rating - Color
275107,275107,Luhr Elementary,107,Luhr Elementary,Luhr Elementary,Moore Zone,Marion C. Moore School,Network 2,5,https://www.greatschools.org/kentucky/louisville/763-Luhr-Elementary-School/,581,581,581,14:01,Grade 5,35,31,50,37,35,44,45,15.89,3.7,3.7,7.4,23,0,0,0,0,*,23,0,0,0,0,4,0,93.1,,300,5,2,150,N/A,A1,K,5th,Title 1 Eligible - Schoolwide School,Ms. Sarah Williams,6900 Fegenbush Lane,,,Louisville,KY,40228,(502) 485-8295,(502) 313-3498,38.149118,-85.629239,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275107,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,13.1,10.5,2.1,12,0,11,0,0,0,0,5,0,0,9:40 a.m.,4:20 p.m.,Elementary School,536,536,536,0,536,0,0,31.9,30,18.1,13.8,6.2,77.3,82.7,2,Orange
275155,275155,Marion C. Moore School,155,"Moore, Marion C., High School",Marion C. Moore School,Moore Zone,Marion C. Moore School,Network 2,2,https://www.greatschools.org/kentucky/louisville/3943-Moore-Traditional-School/,2320,2320,2320,15:01,Grade 10,14,14,15,25,23,33,,10.52,15.2,5.8,21,1079,*,*,41,107,151,1032,105,11,1.77,0,46.5,162,85.4,2.8,23,1067,2,75,https://moore.jcps-ky.com/HOME,A1,6th,12th,Title 1 Eligible - Schoolwide School,Jason Detre,6415 Outer Loop,,,Louisville,KY,40228,(502) 485-8304,(502) 485-8168,38.13947,-85.637375,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275155,Yes,No,No,No,No,,Yes,"Freshman Academy; Community Academy; Health Science Academy; Science, Technology, Engineering, and Mathematics (STEM) Academy",No,,No,No,All,MOORE,9.3,0,31,719,0,5,0,0,0,565,388,0,4,7:30 a.m.,2:10 p.m.,All,2047,2047,2047,0,0,865,1182,24.6,33.7,31.3,5.6,4.6,70,60.2,1,Red
275155,2751551,Marion C. Moore School,155,"Moore, Marion C., School",Marion C. Moore School,Moore Zone,Marion C. Moore School,Network 2,2,https://www.greatschools.org/kentucky/louisville/3943-Moore-Traditional-School/,957,2320,2320,15:01,Grade 8,11,9,15,15,14,16,,10.52,15.2,5.8,21,1079,*,*,41,107,151,1032,105,11,1.77,0,46.5,162,85.4,2.8,23,1067,2,75,https://moore.jcps-ky.com/HOME,A1,6th,12th,Title 1 Eligible - Schoolwide School,Jason Detre,6415 Outer Loop,,,Louisville,KY,40228,(502) 485-8304,(502) 485-8168,38.13947,-85.637375,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275155,Yes,No,No,No,No,,#N/A,,No,,No,No,Middle School,MOORE,9.3,0,31,719,0,5,0,0,0,565,388,0,4,7:30 a.m.,2:10 p.m.,Middle School,865,2047,2047,0,0,865,1182,24.2,31.1,32.8,6.7,4.9,70,60.2,1,Red
275155,2751552,Marion C. Moore School,155,"Moore, Marion C., High School",Marion C. Moore School,Moore Zone,Marion C. Moore School,Network 2,2,https://www.greatschools.org/kentucky/louisville/3943-Moore-Traditional-School/,1363,2320,2320,15:01,Grade 10,14,14,15,25,23,33,,10.52,15.2,5.8,21,1079,*,*,41,107,151,1032,105,11,1.77,0,46.5,162,85.4,2.8,23,1067,2,75,https://moore.jcps-ky.com/HOME,A1,6th,12th,Title 1 Eligible - Schoolwide School,Jason Detre,6415 Outer Loop,,,Louisville,KY,40228,(502) 485-8304,(502) 485-8168,38.13947,-85.637375,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275155,Yes,No,No,No,No,,Yes,"Freshman Academy; Community Academy; Health Science Academy; Science, Technology, Engineering, and Mathematics (STEM) Academy",#N/A,,No,No,High School,MOORE,9.3,0,31,719,0,5,0,0,0,565,388,0,4,7:30 a.m.,2:10 p.m.,High School,1182,2047,2047,0,0,865,1182,25,35.5,30.2,4.8,4.5,70,60.2,1,Red
275458,275458,Mary Ryan Academy,458,Mary Ryan Specialty,Mary Ryan Academy,,,,,,26,26,26,3:01,Grade 10,*,*,*,*,*,*,,15.17,0,0,0,*,0,0,0,0,*,*,0,0,0,0,0,0,78.8,,4,0,0,3,https://sites.google.com/jefferson.kyschools.us/maryryanacademy/home,A3,9th,12th,Not a Title 1 School,Denille Johnson,3307 East Indian Trail,,,Louisville,KY,40213,(502) 485-7988,(502) 485-7988,38.170919,-85.700386,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,,,11.5,3,0,*,0,0,0,0,3,0,0,8:40 a.m.,3:20 p.m.,High School,20,20,20,0,0,0,20,60,25,15,0,0,76.9,,,
275480,275480,Maupin Elementary,480,Maupin Elementary,Maupin Elementary,Doss Zone,Doss High,Network 1,,https://www.greatschools.org/kentucky/louisville/820-Maupin-Elementary-School/,325,394,325,11:01,Grade 5,*,*,*,*,*,*,60,10.29,19,4.8,23.8,66,0,0,0,11,*,59,*,*,0,0,16.8,0,88.4,,197,N/A,N/A,10,http://maupin.jcps-ky.com/,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Allyson Vitato,1312 Catalpa Street,,,Louisville,KY,40211,(502) 485-8310,(502) 313-3500,38.235986,-85.802059,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275480,Yes,Yes,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,4.4,0,10.7,42,0,0,0,0,0,29,17,0,0,9:40 a.m.,4:20 p.m.,Elementary School,273,333,273,60,273,0,0,3.3,89,4.4,0.4,2.2,88.8,74.4,1,Red
275440,275440,Mcferran Preparatory Academy,440,McFerran Preparatory Academy,McFerran Preparatory Academy,Seneca Zone,Seneca High,Network 2,1,https://www.greatschools.org/kentucky/louisville/817-Mcferran-Preparatory-Academy/,646,800,646,11:01,Grade 5,10,11,*,14,15,*,36,9.17,25,12.5,37.5,47,0,0,0,18,8,28,*,5,0,1,5.9,13,88.5,,440,0,2,25,N/A,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Ms. Lakeasha Jones,1900 S. 7th Street,,,Louisville,KY,40208,(502) 485-8297,(502) 313-3501,38.221572,-85.775966,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275440,Yes,Yes,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,2.1,0,3.8,30,0,4,0,0,0,0,29,0,0,9:40 a.m.,4:20 p.m.,Elementary School,575,711,575,136,575,0,0,5.6,76,12.9,1.2,3.8,88,84.7,1,Red
275022,275022,Medora Elementary,22,Medora Elementary,Medora Elementary,Valley Zone,Valley High,Network 1,4,https://www.greatschools.org/kentucky/louisville/711-Medora-Elementary-School/,508,508,508,16:01,Grade 5,37,31,47,41,31,57,36,11.7,8.7,0,8.7,7,0,0,0,*,*,4,0,0,0,0,1.4,0,92.6,,215,32,2,2000,https://www.jefferson.kyschools.us/page/medora-elementary,A1,K,5th,Title 1 Eligible - Schoolwide School,Elizabeth Palmer,11801 Deering Road,,,Louisville,KY,40272,(502) 485-8298,(502) 485-8572,38.090422,-85.874912,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275022,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,22.6,12,1.2,6,0,3,0,0,0,*,*,0,0,9:40 a.m.,4:20 p.m.,Elementary School,470,470,470,0,470,0,0,68.7,13.2,8.7,1.1,8.3,69.3,79.2,3,Yellow
275340,275340,Meyzeek Middle,340,Meyzeek Middle,Meyzeek Middle,Iroquois Zone; Atherton Zone,Iroquois High; Atherton High,Network1; Network 3,7,https://www.greatschools.org/kentucky/louisville/810-Meyzeek-Middle-School/,979,979,979,17:01,Grade 8,61,33,81,58,32,77,,12.88,23.1,3.8,26.9,228,0,0,5,55,31,207,11,6,0.51,3.2,23.3,37,91.8,0.3,37,,4,,https://sites.google.com/jefferson.kyschools.us/meyzeek-middle-school/home,A1,6th,8th,Title 1 Eligible - No Program,Charles Marshall,828 South Jackson Street,,,Louisville,KY,40203,(502) 485-8299,(502) 313-3503,38.241518,-85.746545,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275340,Yes,No,No,No,Yes,Mathematics/Science/Technology (MST) Magnet Program,#N/A,,Yes,Business and Communication; Engineering and Design; Healthcare Science,,No,Middle School,MEYZEEK,39.4,0,18.5,181,0,*,0,0,0,50,164,0,0,8:40 a.m.,3:20 p.m.,Middle School,896,896,896,0,0,896,0,26.9,29.6,8.5,29.7,5,48.3,74,3,Yellow
275024,275024,Middletown Elementary,24,Middletown Elementary,Middletown Elementary,Eastern Zone,Eastern High,Network 3,4,https://www.greatschools.org/kentucky/middletown/712-Middletown-Elementary-School/,644,644,644,16:01,Grade 5,49,44,53,60,53,67,56,17.72,3.1,0,3.1,22,*,0,0,9,0,15,0,0,0,0,3.4,0,93.2,,420,47,2,300,https://jeffersoncpsky.sites.thrillshare.com/o/middletown/staff,A1,Preschool,5th,Title 1 Eligible - No Program,Whitney Randall,218 North Madison Avenue,,,Louisville,KY,40243,(502) 485-8300,(502) 313-3504,38.248481,-85.54139,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275024,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,14.1,12.7,0.9,6,0,4,0,0,0,*,*,0,0,9:40 a.m.,4:20 p.m.,Elementary School,594,594,594,0,594,0,0,42.3,21.2,16.5,11.6,8.1,55.1,75.6,3,Yellow
275147,275147,Mill Creek Elementary,147,Mill Creek Elementary,Mill Creek Elementary,Iroquois Zone,Iroquois High,Network 1,2,https://www.greatschools.org/kentucky/louisville/780-Mill-Creek-Elementary-School/,507,548,507,15:01,Grade 5,9,11,*,8,9,*,43,6.54,16.7,33.3,50,72,0,0,0,0,0,69,0,4,0,0,13.1,4,89,,270,N/A,2,0,https://sites.google.com/jefferson.kyschools.us/mill-creek-leadership-academy/home,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,LaQueisha Bonds,3816 Dixie Highway,,,Louisville,KY,40216,(502) 485-8301,(502) 313-3505,38.198203,-85.809932,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275147,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,6.6,0,5.3,29,0,5,0,0,0,24,8,0,0,7:30 a.m.,2:10 p.m.,Elementary School,456,493,456,37,456,0,0,6.4,78.7,7.5,2,5.3,81.4,58.6,1,Red
275202,2752021,Minor Daniels Academy,202,Minor Daniels Middle,Minor Daniels Academy,,,,,,225,476,476,9:01,Grade 8,*,*,*,*,*,*,,10.68,17.9,7.1,25,214,0,0,35,66,25,181,37,*,7.35,5.3,45,25,57.6,,122,0,Minor Daniels Academy does not have an SBDM. Parents do not serve on committees.,0,https://sites.google.com/jefferson.kyschools.us/minordanielsacademy/home,A5,6th,12th,Title 1 Eligible - Schoolwide School,Stephanie Bard,1960 Bashford Manor Ln,,,Louisville,KY,40218,(502) 485-8316,(502) 485-8791,38.197918,-85.673172,,No,No,No,No,No,,#N/A,,No,,Yes,No,Middle School,,6.3,,40.8,194,0,15,0,0,0,15,190,0,*,7:30 a.m.,2:10 p.m.,Middle School,143,240,240,0,0,143,97,12.6,74.1,4.9,2.1,6.3,76.3,,,
275202,2752022,Minor Daniels Academy,202,Minor Daniels High,Minor Daniels Academy,,,,,,251,476,476,9:01,Grade 10,*,*,*,*,*,*,,10.68,17.9,7.1,25,214,0,0,35,66,25,181,37,*,7.35,5.3,45,25,57.6,,122,0,Minor Daniels Academy does not have an SBDM. Parents do not serve on committees.,0,https://sites.google.com/jefferson.kyschools.us/minordanielsacademy/home,A5,6th,12th,Title 1 Eligible - Schoolwide School,Stephanie Bard,1960 Bashford Manor Ln,,,Louisville,KY,40218,(502) 485-8316,(502) 485-8791,38.197918,-85.673172,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,6.3,,40.8,194,0,15,0,0,0,15,190,0,*,7:30 a.m.,2:10 p.m.,High School,97,240,240,0,0,143,97,12.4,72.2,6.2,0,9.3,76.3,,,
275202,275202,Minor Daniels Academy,202,Minor Daniels Academy,Minor Daniels Academy,,,,,,476,476,476,9:01,Grade 10,*,*,*,*,*,*,,10.68,17.9,7.1,25,214,0,0,35,66,25,181,37,*,7.35,5.3,45,25,57.6,,122,0,Minor Daniels Academy does not have an SBDM. Parents do not serve on committees.,0,https://sites.google.com/jefferson.kyschools.us/minordanielsacademy/home,A5,6th,12th,Title 1 Eligible - Schoolwide School,Stephanie Bard,1960 Bashford Manor Ln,,,Louisville,KY,40218,(502) 485-8316,(502) 485-8791,38.197918,-85.673172,,No,No,No,No,No,,No,,No,,Yes,No,All,,6.3,,40.8,194,0,15,0,0,0,15,190,0,*,7:30 a.m.,2:10 p.m.,All,240,240,240,0,0,143,97,12.5,73.3,5.4,1.3,7.5,76.3,,,
275099,275099,Minors Lane Elementary,99,Minors Lane Elementary,Minors Lane Elementary,Fairdale Zone,Fairdale High,Network 1,3,https://www.greatschools.org/kentucky/louisville/757-Minors-Lane-Elementary-School/,404,473,404,11:01,Grade 5,21,22,*,23,24,*,8,7.59,40.9,0,40.9,8,0,0,0,*,4,4,0,0,0,0.8,1.7,4,90.8,,284,10,1,75,https://sites.google.com/jefferson.kyschools.us/minorslaneelementary/home,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Mr. Ramon Wales,8510 Minors Lane,,,Louisville,KY,40219,(502) 485-8303,(502) 485-8480,38.125305,-85.714029,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275099,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,17.1,15.2,0,*,0,0,0,0,0,*,0,0,0,9:40 a.m.,4:20 p.m.,Elementary School,350,406,350,56,350,0,0,19.1,20,55.1,3.4,2.3,86.3,92.1,2,Orange
275041,275041,Newburg Middle,41,Newburg Middle,Newburg Middle,Fern Creek Zone,Fern Creek High,Network 2,2,https://www.greatschools.org/kentucky/louisville/717-Newburg-Middle-School/,838,838,838,14:01,Grade 8,19,12,34,29,23,44,,9.85,24.5,1.9,26.4,171,0,0,11,19,17,138,15,6,1.31,2,20.4,23,90.6,0.3,60,2,2,20,https://sites.google.com/jefferson.kyschools.us/newburg-middle-school/home,A1,6th,8th,Title 1 Eligible - Schoolwide School,Ms. Shamika Johnson,4901 Exeter Avenue,,,Louisville,KY,40218,(502) 485-8306,(502) 485-8883,38.18011,-85.668644,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275041,Yes,No,No,No,Yes,Mathematics/Science/Technology (MST) Magnet Program,#N/A,,No,,,No,Middle School,NEWBURG,14.3,0,19.8,166,0,4,0,0,0,*,165,0,0,8:40 a.m.,3:20 p.m.,Middle School,755,755,755,0,0,755,0,22.6,41.9,23,7,5.3,67.9,77.8,2,Orange
275186,275186,Newcomer Academy,186,Newcomer Academy,Newcomer Academy,,,,,,1116,1116,1116,16:01,Grade 10,*,*,*,*,*,*,,14.06,7.7,7.7,15.4,146,*,0,*,5,0,135,15,*,0,0,13.1,0,86.5,,275,0,0,20,https://schools.jefferson.kyschools.us/Special/ESL/,A5,6th,12th,Title 1 Eligible - Schoolwide School,Ms. Gwen Snow,3741 Pulliam Dr,,,Louisville,KY,40218,(502) 485-6324,(502) 485-7764,38.203905,-85.643891,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,,,11,123,0,0,0,0,0,*,122,0,0,7:30 a.m.,2:10 p.m.,All,810,810,810,0,0,354,456,8.6,31.9,58.9,0.6,0,66.3,,,
275186,2751861,Newcomer Academy,186,Newcomer Academy,Newcomer Academy,,,,,,462,1116,1116,16:01,Grade 8,*,*,*,*,*,*,,14.06,7.7,7.7,15.4,146,*,0,*,5,0,135,15,*,0,0,13.1,0,86.5,,275,0,0,20,https://schools.jefferson.kyschools.us/Special/ESL/,A5,6th,12th,Title 1 Eligible - Schoolwide School,Ms. Gwen Snow,3741 Pulliam Dr,,,Louisville,KY,40218,(502) 485-6324,(502) 485-7764,38.203905,-85.643891,,No,No,No,No,No,,#N/A,,Yes,Business and Communication; Consumer Science; Engineering and Design; Healthcare Science; Public Service,Yes,No,Middle School,,,,11,123,0,0,0,0,0,*,122,0,0,7:30 a.m.,2:10 p.m.,Middle School,354,810,810,0,0,354,456,6.8,26,66.9,0.3,0,66.3,,,
275186,2751862,Newcomer Academy,186,Newcomer Academy,Newcomer Academy,,,,,,654,1116,1116,16:01,Grade 10,*,*,*,*,*,*,,14.06,7.7,7.7,15.4,146,*,0,*,5,0,135,15,*,0,0,13.1,0,86.5,,275,0,0,20,https://schools.jefferson.kyschools.us/Special/ESL/,A5,6th,12th,Title 1 Eligible - Schoolwide School,Ms. Gwen Snow,3741 Pulliam Dr,,,Louisville,KY,40218,(502) 485-6324,(502) 485-7764,38.203905,-85.643891,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,,,11,123,0,0,0,0,0,*,122,0,0,7:30 a.m.,2:10 p.m.,High School,456,810,810,0,0,354,456,10.1,36.4,52.6,0.9,0,66.3,,,
275435,275435,Noe Middle,435,Noe Middle,Noe Middle,Seneca Zone,Seneca High,Network 2,6,https://www.greatschools.org/kentucky/louisville/816-Noe-Middle-School/,1248,1248,1248,18:01,Grade 8,50,32,70,54,35,75,,14.36,9.1,4.5,13.6,205,0,0,13,49,20,187,17,9,1.04,1.6,16.4,29,91.4,0.1,1052,54,8,2334,https://www.jefferson.kyschools.us/o/noe,A1,6th,8th,Title 1 Eligible - No Program,Katherine Grindon,121 West Lee Street,,,Louisville,KY,40208,(502) 485-8307,(502) 313-3511,38.223247,-85.758602,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275435,Yes,No,No,Yes,No,"Gifted and Talented, Visual and Performing Arts",#N/A,,No,,,No,Middle School,NOE,47.8,12.6,14.3,179,0,*,0,0,0,144,112,0,*,8:40 a.m.,3:20 p.m.,Middle School,1197,1197,1197,0,0,1197,0,48.5,27.4,9,8.1,6.9,48.4,71.2,4,Green
275371,275371,Norton Commons Elementary,371,Norton Commons Elementary,Norton Commons Elementary,Ballard Zone,Ballard High,Network 3,6,https://www.greatschools.org/kentucky/prospect/5219-Norton-Commons-Elementary/,613,691,613,14:01,Grade 5,72,54,81,64,39,75,73,14.6,2.9,0,2.9,11,0,0,0,*,4,6,0,0,0,0.6,1.6,4,95,,478,70,10,200,www.jefferson.kyschools.us/o/nortoncommons,A1,Preschool,5th,Not a Title 1 School,Andrew Terry,10941 Kings Crown Drive,,,Prospect,KY,40059,(502) 485-8367,(502) 313-3562,38.328247,-85.56404,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275371,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,22.7,23.4,0.7,5,0,*,0,0,0,4,0,0,0,9:40 a.m.,4:20 p.m.,Elementary School,578,650,578,72,578,0,0,54.7,14.9,7.3,14.5,8.7,33.9,81.9,4,Green
275096,275096,Norton Elementary,96,Norton Elementary,Norton Elementary,Ballard Zone,Ballard High,Network 3,9,https://www.greatschools.org/kentucky/louisville/754-Norton-Elementary-School/,765,765,765,15:01,Grade 5,83,71,88,83,68,90,69,18,0,0,0,*,0,0,0,0,*,*,0,0,0,0,0,0,96.1,,382,100,2,200,https://sites.google.com/jefferson.kyschools.us/nortonelementaryschool/home,A1,K,5th,Not a Title 1 School,Brent Fiaschetti,8101 Brownsboro Road,,,Louisville,KY,40241,(502) 485-8308,(502) 485-8600,38.297506,-85.59978,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275096,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,26.5,23.7,0,*,0,*,0,0,0,0,*,0,0,7:30 a.m.,2:10 p.m.,Elementary School,722,722,722,0,722,0,0,57.9,13,7.5,14.1,6.2,26.1,78.1,5,Blue
275027,275027,Okolona Elementary,27,Okolona Elementary,Okolona Elementary,Southern Zone,Southern High,Network 2,2,https://www.greatschools.org/kentucky/louisville/713-Okolona-Elementary-School/,412,429,412,14:01,Grade 5,21,18,31,29,27,38,28,9.9,9.5,14.3,23.8,85,0,0,0,21,7,80,0,*,0,1.6,19.8,7,93.6,,125,143,2,60,https://schools.jefferson.kyschools.us/Elementary/Okolona/,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,April Hetzel,7606 Preston Highway,,,Louisville,KY,40219,(502) 485-8309,(502) 313-3513,38.140835,-85.689584,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275027,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,23.7,16.1,8.4,36,0,5,0,0,0,34,8,0,0,9:40 a.m.,4:20 p.m.,Elementary School,371,386,371,15,371,0,0,27.2,25.6,40.4,0.5,6.2,82.1,87.3,2,Orange
275951,275951,Pathfinder School of Innovation,951,Pathfinder School of Innovation,Pathfinder School of Innovation,,,,,,1744,1744,1744,15:01,Grade 10,10,10,*,41,35,58,,15.45,4.7,1.2,5.9,*,0,0,0,0,0,0,0,*,0,0,0,0,0,,665,NA,NA,0,https://sites.google.com/jefferson.kyschools.us/jcpspathfinderschool/home,A5,K,12th,Title 1 Eligible - Schoolwide School,Todd Stockwell,900 S Floyd Street,,,Louisville,KY,40203,(502) 485-3173,(502) 485-3671,38.240027,-85.750808,,No,No,No,No,No,,No,,No,,Yes,No,All,,8.3,,0,0,0,0,0,0,0,0,0,0,0,8:00 a.m.,2:40 p.m.,All,1293,1293,1293,0,0,461,832,49.3,32.5,11.1,1.1,5.9,56.9,,,
275951,2759512,Pathfinder School of Innovation,951,Pathfinder School of Innovation,Pathfinder School of Innovation,,,,,,1202,1744,1744,15:01,Grade 10,10,10,*,41,35,58,,15.45,4.7,1.2,5.9,*,0,0,0,0,0,0,0,*,0,0,0,0,0,,665,NA,NA,0,https://sites.google.com/jefferson.kyschools.us/jcpspathfinderschool/home,A5,K,12th,Title 1 Eligible - Schoolwide School,Todd Stockwell,900 S Floyd Street,,,Louisville,KY,40203,(502) 485-3173,(502) 485-3671,38.240027,-85.750808,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,8.3,,0,0,0,0,0,0,0,0,0,0,0,8:00 a.m.,2:40 p.m.,High School,832,1293,1293,0,0,461,832,49.8,32.1,10.9,1.3,5.8,56.9,,,
275951,2759511,Pathfinder School of Innovation,951,Pathfinder School of Innovation,Pathfinder School of Innovation,,,,,,542,1744,1744,15:01,Grade 8,*,*,*,21,22,20,,15.45,4.7,1.2,5.9,*,0,0,0,0,0,0,0,*,0,0,0,0,0,,665,NA,NA,0,https://sites.google.com/jefferson.kyschools.us/jcpspathfinderschool/home,A5,K,12th,Title 1 Eligible - Schoolwide School,Todd Stockwell,900 S Floyd Street,,,Louisville,KY,40203,(502) 485-3173,(502) 485-3671,38.240027,-85.750808,,No,No,No,No,No,,#N/A,,No,,Yes,No,Middle School,,8.3,,0,0,0,0,0,0,0,0,0,0,0,8:00 a.m.,2:40 p.m.,Middle School,461,1293,1293,0,0,461,832,48.4,33.2,11.5,0.7,6.1,56.9,,,
275075,275075,Pleasure Ridge Park High,75,Pleasure Ridge Park High,Pleasure Ridge Park High,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,2,https://www.greatschools.org/kentucky/louisville/737-Pleasure-Ridge-Park-High-School/,1802,1802,1802,18:01,Grade 10,15,12,23,25,22,31,,14.32,5.3,4.3,9.6,665,*,0,86,90,24,605,86,12,4.77,1.3,36.9,36,85.3,1,496,10,2,2500,ridgetalk.com,A1,9th,12th,Title 1 Eligible - Schoolwide School,Sheri Duff,5901 Greenwood Road,,,Louisville,KY,40258,(502) 485-8311,(502) 485-8093,38.14571,-85.863694,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275075,Yes,No,No,No,No,,Yes,"Freshman Academy; Business and Communications Academy; Health Science Academy; Manufacturing, Engineering, and Design Academy",#N/A,,No,No,High School,PRP,11.1,0,25.8,465,0,*,0,0,0,338,305,0,5,8:40 a.m.,3:20 p.m.,High School,1582,1582,1582,0,0,0,1582,43.3,35.5,14.6,0.5,5.8,67.7,58.9,2,Orange
275500,275500,Portland Elementary,500,Portland Elementary,Portland Elementary,Ballard Zone,Ballard High,Network 3,2,https://www.greatschools.org/kentucky/louisville/821-Portland-Elementary-School/,333,333,333,11:01,Grade 5,12,13,*,37,34,*,30,9.08,8,12,20,10,0,0,0,*,*,6,0,*,0,0,3,0,90.3,,254,43,2,20,N/A,A1,K,5th,Title 1 Eligible - Schoolwide School,Michelle Dotson-Perkins,3410 Northwestern Parkway,,,Louisville,KY,40212,(502) 485-8313,(502) 313-3517,38.274474,-85.802966,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275500,Yes,Yes,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,9.2,0,1.8,6,0,3,0,0,0,0,3,0,0,9:40 a.m.,4:20 p.m.,Elementary School,282,282,282,0,282,0,0,33.7,48.9,2.8,0,14.2,90.1,83,2,Orange
275128,275128,Price Elementary,128,Price Elementary,Price Elementary,Fern Creek Zone,Fern Creek High,Network 2,3,https://www.greatschools.org/kentucky/louisville/773-Price-Elementary-School/,534,534,534,15:01,Grade 5,*,*,*,29,22,53,29,10.26,13,13,26,59,0,0,0,45,4,36,*,*,0,0.7,11,4,90.4,,120,10,2,0,https://sites.google.com/jefferson.kyschools.us/price-elementary,A1,K,5th,Title 1 Eligible - Schoolwide School,Shuvon Ray,5001 Garden Green Way,,,Louisville,KY,40218,(502) 485-8315,(502) 485-8485,38.176935,-85.665773,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275128,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,6.5,0,5.6,30,0,5,0,0,0,23,6,0,0,9:40 a.m.,4:20 p.m.,Elementary School,478,478,478,0,478,0,0,9.6,50.2,28.9,5.2,6.1,78.5,86.3,2,Orange
